"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"CH","2019-08-25","80.2","-2.1241","5.5248","Eduardo Escobar",500871,605200,"field_out","hit_into_play",,,,,7,"Eduardo Escobar flies out to center fielder Lorenzo Cain.   Tim Locastro to 3rd.  ","R","L","R","MIL","ARI","X",8,"fly_ball",1,2,2019,"-1.0218","0.5948","-0.6934","1.4213","null",641796,"null",1,1,"Top","118.78","38.23",,,444489,,"190825_182026","4.9940","-116.5839","-3.4140","-10.0683","22.3366","-26.4667","3.1100","1.4700","378","95.8","29.7","79.2790","1568","5.7480",567616,605200,444489,518735,669374,519058,606115,460075,456715,592885,"54.7516","0.345","0.603","0.00",1,0,0,5,3,"8","Changeup",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"CH","2019-08-24","68.6","2.6448","4.6006","Eduardo Escobar",500871,592222,"strikeout","swinging_strike",,,,,14,"Eduardo Escobar strikes out swinging.  ","R","R","L","MIL","ARI","S",2,"null",1,2,2019,"1.5324","0.2074","1.4616","2.1873","null",606466,"null",1,8,"Top","null","null",,,518735,,"190825_021025","-4.7680","-99.7399","3.0105","11.0881","17.0630","-31.5123","3.0121","1.4700","null","null","null","68.7790","2037","6.6240",567615,592222,518735,519346,669374,519058,606115,663757,456715,592885,"53.8759","null","null","0.00",1,0,0,"null",64,"4","Changeup",4,0,0,4,0,4,0,4,"Standard","Standard"
"FF","2019-08-24","94.7","-1.4335","5.8246","Eduardo Escobar",500871,448855,"field_out","hit_into_play",,,,,11,"Eduardo Escobar grounds out, third baseman Mike Moustakas to first baseman Eric Thames.  ","R","L","R","MIL","ARI","X",5,"ground_ball",3,2,2019,"-0.5529","1.5514","-1.2742","2.4527","null","null","null",0,6,"Top","119.91","145.18",,,518735,,"190825_011111","1.6388","-137.7667","-6.5688","-7.3707","29.7958","-11.2825","3.1225","1.4700","12","89.6","-10.5","94.6250","2485","6.2010",567615,448855,518735,519346,669374,519058,605486,663757,456715,592885,"54.2989","0.202","0.188","0.00",1,0,0,2,45,"8","4-Seam Fastball",2,0,0,2,0,2,0,2,"Infield shift","Standard"
"FC","2019-08-24","91.4","-0.9908","5.9336","Eduardo Escobar",500871,502624,"strikeout","swinging_strike",,,,,9,"Eduardo Escobar strikes out swinging.  ","R","L","R","MIL","ARI","S",2,"null",3,2,2019,"-0.0008","1.0665","0.5194","1.6813",502481,"null","null",2,3,"Top","null","null",,,518735,,"190825_000823","3.7621","-132.9194","-7.0277","-0.7633","26.6277","-18.5796","3.0468","1.4700","null","null","null","90.6230","2447","5.7040",567615,502624,518735,519346,669374,519058,605486,663757,456715,592885,"54.7960","null","null","0.00",1,0,0,"null",21,"11","Cutter",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"FC","2019-08-24","91.3","-0.9634","6.0350","Eduardo Escobar",500871,502624,"force_out","hit_into_play",,,,,5,"Eduardo Escobar grounds into a force out, third baseman Mike Moustakas to shortstop Cory Spangenberg.   Ketel Marte out at 2nd.    Eduardo Escobar to 1st.  ","R","L","R","MIL","ARI","X",5,"ground_ball",1,2,2019,"0.0446","1.1342","0.0681","2.1073","null","null",606466,1,1,"Top","153.83","153.66",,,518735,,"190824_232054","2.4717","-132.8710","-6.3625","0.0500","25.2048","-17.9842","3.1000","1.4700","6","75.0","-19.1","90.6300","2349","5.6190",567615,502624,518735,519346,669374,519058,605486,663757,456715,592885,"54.8804","0.038","0.023","0.00",1,0,0,2,3,"6","Cutter",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"FT","2019-08-23","92.2","-0.8296","5.7253","Eduardo Escobar",500871,502026,"grounded_into_double_play","hit_into_play",,,,,7,"Eduardo Escobar grounds into a double play, shortstop Orlando Arcia to first baseman Eric Thames.   Ketel Marte out at 2nd.    Eduardo Escobar out at 1st.  ","R","L","R","MIL","ARI","X",6,"ground_ball",0,1,2019,"-1.2050","0.3040","-0.5895","1.5740","null","null",606466,0,9,"Top","131.42","141.55",,,518735,,"190824_031529","3.1973","-134.1702","-5.3829","-15.1496","28.1321","-27.6115","3.1000","1.4700","10","97.2","-8.4","92.0750","1555","6.1430",567614,502026,518735,519346,669374,541650,606115,460075,663757,592885,"54.3566","0.245","0.227","0.00",1,0,0,2,70,"2","2-Seam Fastball",6,1,1,6,1,6,1,6,"Infield shift","Strategic"
"FT","2019-08-23","97.4","-1.1908","5.7510","Eduardo Escobar",500871,642207,"field_out","hit_into_play",,,,,5,"Eduardo Escobar flies out to center fielder Trent Grisham.  ","R","L","R","MIL","ARI","X",8,"fly_ball",0,2,2019,"-1.1838","1.2151","-0.0707","2.6930","null","null","null",0,7,"Top","98.10","74.69",,,518735,,"190824_022955","5.8940","-141.7809","-5.6536","-17.7328","32.1506","-14.2370","3.4700","1.6500","302","91.5","42.9","98.9220","2443","7.1010",567614,642207,518735,519346,669374,519058,606115,460075,663757,592885,"53.3985","0.010","0.016","0.00",1,0,0,3,52,"3","2-Seam Fastball",6,0,0,6,0,6,0,6,"Infield shift","Standard"
"CU","2019-08-23","80.7","-1.8873","6.0798","Eduardo Escobar",500871,543475,"field_out","hit_into_play",,,,,8,"Eduardo Escobar flies out to center fielder Lorenzo Cain.  ","R","L","R","MIL","ARI","X",8,"fly_ball",3,2,2019,"0.5462","-1.2100","0.0655","1.9523","null","null","null",1,4,"Top","129.15","64.91",,,518735,,"190824_012040","3.3108","-117.4861","-0.1885","4.3822","23.4847","-43.5336","3.4700","1.6500","317","88.2","34.2","80.7110","2588","6.3960",567614,543475,518735,519346,669374,519058,606115,460075,456715,592885,"54.1035","0.035","0.049","0.00",1,0,0,3,29,"10","Curveball",4,0,0,4,0,4,0,4,"Infield shift","Strategic"
"CH","2019-08-23","87.2","-2.0449","6.0728","Eduardo Escobar",500871,543475,"field_out","hit_into_play",,,,,8,"Eduardo Escobar flies out to right fielder Christian Yelich.  ","R","L","R","MIL","ARI","X",9,"fly_ball",1,0,2019,"-1.0922","0.6446","0.1096","1.7729","null","null","null",2,1,"Top","223.40","95.97",,,518735,,"190824_001353","7.5596","-126.9017","-5.6539","-13.5140","23.1009","-24.1463","3.6500","1.7500","331","99.5","44.9","88.6220","1394","6.9230",567614,543475,518735,519346,669374,519058,606115,460075,456715,592885,"53.5763","0.038","0.044","0.00",1,0,0,3,3,"2","Changeup",0,0,0,0,0,0,0,0,"Infield shift","Strategic"
"FF","2019-08-21","98.5","-2.0351","6.0176","Eduardo Escobar",500871,608032,"field_out","hit_into_play",,,,,11,"Eduardo Escobar flies out to left fielder Raimel Tapia.  ","R","L","R","ARI","COL","X",7,"fly_ball",0,2,2019,"-0.6830","1.3766","-0.4806","3.0861","null",545121,606466,1,8,"Bot","38.61","101.34",,,624513,,"190821_221121","5.7849","-143.2848","-5.6901","-10.6669","31.6350","-12.2032","2.9617","1.6400","308","88.7","40.1","98.5000","2512","6.2080",564894,608032,624513,475174,641658,641857,596115,606132,602074,453568,"54.2915","0.015","0.023","0.00",1,0,0,3,65,"3","4-Seam Fastball",2,7,2,7,7,2,2,7,"Standard","Standard"
"SL","2019-08-21","81.8","-2.7128","5.7464","Eduardo Escobar",500871,543532,"field_out","hit_into_play",,,,,14,"Eduardo Escobar grounds out softly to pitcher Tim Melville.  ","R","L","R","ARI","COL","X",1,"ground_ball",1,0,2019,"0.1342","0.1578","0.2147","1.1443","null","null","null",1,6,"Bot","142.72","184.14",,,624513,,"190821_212756","6.3225","-118.9654","-4.1683","0.2141","19.9817","-30.1708","3.0108","1.4800","null","82.9","-20.7","81.9380","2248","6.1360",564894,543532,624513,475174,641658,641857,596115,606132,602074,453568,"54.3639","0.075","0.065","0.00",1,0,0,2,49,"2","Slider",1,6,1,6,6,1,1,6,"Infield shift","Standard"
"CH","2019-08-21","81.8","-2.7374","5.7357","Eduardo Escobar",500871,543532,"field_out","hit_into_play",,,,,13,"Eduardo Escobar grounds out, second baseman Garrett Hampson to first baseman Yonder Alonso.  ","R","L","R","ARI","COL","X",4,"ground_ball",2,2,2019,"-1.3871","1.1775","-0.8466","1.5328","null","null","null",0,4,"Bot","157.42","157.27",,,624513,,"190821_204946","6.9206","-118.8270","-5.1393","-14.4421","22.9175","-20.2749","2.9411","1.6400","75","80.5","5.0","81.6510","2269","6.2990",564894,543532,624513,475174,641658,641857,596115,606132,602074,453568,"54.2009","0.290","0.281","0.00",1,0,0,2,32,"6","Changeup",0,5,0,5,5,0,0,5,"Infield shift","Standard"
"FF","2019-08-21","90.6","-2.6050","6.2907","Eduardo Escobar",500871,543532,"double","hit_into_play_no_out",,,,,4,"Eduardo Escobar doubles (24) on a sharp fly ball to center fielder Yonathan Daza.  ","R","L","R","ARI","COL","X",8,"fly_ball",1,1,2019,"-0.6824","1.1948","-0.4042","2.2380","null","null","null",2,1,"Bot","86.78","30.34",,,624513,,"190821_195443","6.9122","-131.7030","-6.7165","-9.2957","26.2718","-17.1860","3.0861","1.4800","407","100.2","28.2","90.4800","1934","6.1360",564894,543532,624513,475174,641658,641857,596115,606132,602074,453568,"54.3633","0.725","1.346","1.25",1,1,1,6,8,"3","4-Seam Fastball",0,2,0,2,2,0,0,2,"Infield shift","Standard"
"FC","2019-08-20","93.2","-2.8033","6.2308","Eduardo Escobar",500871,543766,"triple","hit_into_play_score",,,,,6,"Eduardo Escobar triples (10) on a sharp line drive to right fielder Raimel Tapia.   Ketel Marte scores.    David Peralta scores.  ","R","L","R","ARI","COL","X",9,"line_drive",1,1,2019,"0.0177","0.7496","0.4523","2.0247","null",606466,444482,2,6,"Bot","188.42","129.96",,,547172,,"190821_034757","8.1481","-135.3075","-6.5338","-1.3312","25.6181","-22.2203","3.0700","1.4700","220","103.2","16.2","91.7650","2349","5.2610",564893,543766,547172,502517,641857,571448,596115,435622,641658,606132,"55.2386","0.550","0.621","1.60",1,1,2,5,55,"3","Cutter",6,3,6,3,3,6,6,3,"Standard","Standard"
"FF","2019-08-20","93.0","1.3207","6.1285","Eduardo Escobar",500871,607536,"force_out","hit_into_play",,,,,1,"Eduardo Escobar grounds into a force out, third baseman Nolan Arenado to second baseman Ryan McMahon.   David Peralta out at 2nd.    Eduardo Escobar to 1st.  ","R","R","L","ARI","COL","X",5,"ground_ball",1,2,2019,"0.4307","1.0749","-0.6126","3.0582","null","null",444482,1,5,"Bot","106.36","162.27",,,547172,,"190821_030909","-5.9450","-135.3926","-4.5352","6.5833","27.7095","-18.0408","3.0700","1.4700","25","50.0","-2.8","93.8080","2315","6.5990",564893,607536,547172,502517,641857,571448,596115,435622,602074,606132,"53.9006","0.118","0.096","0.00",1,0,0,1,42,"4","4-Seam Fastball",3,3,3,3,3,3,3,3,"Standard","Standard"
"FF","2019-08-20","91.8","1.4189","6.2389","Eduardo Escobar",500871,607536,"field_out","hit_into_play",,,,,7,"Eduardo Escobar grounds out, third baseman Nolan Arenado to first baseman Daniel Murphy.  ","R","R","L","ARI","COL","X",5,"ground_ball",1,1,2019,"0.4039","1.1797","-0.2788","1.9333","null","null","null",2,1,"Bot","110.28","166.90",,,547172,,"190821_015301","-5.2338","-133.6482","-7.7488","5.9891","26.8377","-16.3757","3.0700","1.4700","72","84.3","4.7","92.9270","2123","6.7790",564893,607536,547172,502517,641857,571448,596115,435622,602074,606132,"53.7200","0.330","0.288","0.00",1,0,0,2,7,"3","4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard"
"FF","2019-08-19","92.2","-1.8747","6.0202","Eduardo Escobar",500871,592346,"field_out","hit_into_play",,,,,6,"Eduardo Escobar lines out to right fielder Charlie Blackmon.  ","R","L","R","ARI","COL","X",9,"line_drive",2,2,2019,"-0.3072","1.1247","0.4885","2.3683","null","null","null",2,6,"Bot","209.29","101.53",,,547172,,"190820_032755","6.5742","-133.9683","-5.7783","-4.9880","27.7127","-17.9312","3.4600","1.6600","301","94.7","23.7","91.2640","2494","5.7100",564892,592346,547172,502517,641857,571448,596115,606132,641658,453568,"54.7898","0.285","0.366","0.00",1,0,0,5,48,"6","4-Seam Fastball",2,1,2,1,1,2,2,1,"Infield shift","Standard"
"FC","2019-08-19","88.7","-2.0641","5.9367","Eduardo Escobar",500871,592346,"field_out","hit_into_play",,,,,7,"Eduardo Escobar grounds out, third baseman Nolan Arenado to first baseman Daniel Murphy.  ","R","L","R","ARI","COL","X",5,"ground_ball",2,2,2019,"0.0442","0.5669","-0.4597","1.6411","null","null","null",1,4,"Bot","113.83","154.23",,,547172,,"190820_024658","3.7710","-128.9254","-5.5389","-0.2452","24.8099","-25.1818","3.0900","1.4700","92","95.8","2.8","87.5770","2583","5.4780",564892,592346,547172,502517,641857,571448,596115,606132,641658,453568,"55.0212","0.485","0.454","0.00",1,0,0,4,29,"5","Cutter",0,1,0,1,1,0,0,1,"Infield shift","Standard"
"CH","2019-08-19","85.6","-2.0656","5.8510","Eduardo Escobar",500871,592346,"field_out","hit_into_play",,,,,7,"Eduardo Escobar flies out to center fielder Garrett Hampson.  ","R","L","R","ARI","COL","X",8,"fly_ball",0,2,2019,"-1.1828","0.1357","-0.3696","1.5522","null","null",606466,1,1,"Bot","108.65","47.89",,,547172,,"190820_015904","6.3649","-124.5503","-4.1454","-13.5218","24.5104","-30.1678","3.4600","1.6600","358","93.9","33.7","85.5520","1780","6.2180",564892,592346,547172,502517,641857,571448,596115,606132,641658,453568,"54.2820","0.155","0.215","0.00",1,0,0,3,7,"3","Changeup",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"FT","2019-08-18","95.2","-0.0206","6.0454","Eduardo Escobar",500871,472551,"field_out","hit_into_play",,,,,5,"Eduardo Escobar grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.  ","R","R","L","ARI","SF","X",6,"ground_ball",2,2,2019,"1.1137","0.9953","-0.2595","2.2756","null","null","null",2,7,"Bot","108.76","150.68",,,457763,,"190818_224333","-2.9664","-138.3013","-6.2685","14.4521","30.3478","-18.7287","3.0043","1.4900","6","81.3","-19.6","93.4390","2367","5.3050",564891,472551,457763,474832,571697,456781,543063,573262,607680,596103,"55.1945","0.065","0.054","0.00",1,0,0,2,58,"5","2-Seam Fastball",5,1,5,1,1,5,5,1,"Standard","Standard"
"CH","2019-08-18","84.1","2.9185","5.8386","Eduardo Escobar",500871,518516,"field_out","hit_into_play",,,,,3,"Eduardo Escobar flies out to right fielder Austin Slater.  ","R","R","L","ARI","SF","X",9,"fly_ball",1,0,2019,"1.0812","0.5229","0.6755","2.5614","null","null","null",1,5,"Bot","215.19","88.58",,,457763,,"190818_214628","-7.3771","-122.2973","-2.2602","12.3447","23.6321","-26.6591","2.9835","1.5600","333","93.1","31.2","84.4330","1621","6.4980",564891,518516,457763,474832,571697,456781,543063,573262,607680,596103,"54.0014","0.178","0.283","0.00",1,0,0,3,39,"2","Changeup",4,0,4,0,0,4,4,0,"Infield shift","Standard"
